Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_date,Condition,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Figure,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,panel,Platform,ReleaseDate,replicate,Sample Name,sample_type,section,SRA Study,strain,Also_present_in
SRR19211711,AMPLICON,246,116488442,PRJNA838025,SAMN28402421,"Microbe\, viral or environmental",72793326,GLADSTONE INSTITUTES,2021-04/2021-05,BA_PCR4,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX15275822,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_38,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,1,Main_4_l_BA_PCR4_rep1,Cell Culture,Main,SRP375182,bSLS.114,ED_6b_PCR4_rep1
SRR19211712,AMPLICON,246,223331997,PRJNA838025,SAMN28402420,"Microbe\, viral or environmental",140164371,GLADSTONE INSTITUTES,2021-04/2021-05,BA_PCR3,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX15275821,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_26,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,1,Main_4_l_BA_PCR3_rep1,Cell Culture,Main,SRP375182,bSLS.114,ED_6b_PCR3_rep1
SRR19211714,AMPLICON,246,19872067,PRJNA838025,SAMN28402475,"Microbe\, viral or environmental",10493072,GLADSTONE INSTITUTES,2021-05,AB_PCR2,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX15275819,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_23,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_m_AB_PCR2_rep6,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghij_AB_48hr_PCR2_rep6||ED_6c_PCR2_rep6
SRR19211715,AMPLICON,246,12846756,PRJNA838025,SAMN28402474,"Microbe\, viral or environmental",6786894,GLADSTONE INSTITUTES,2021-05,AB_PCR1,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX15275818,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_11,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_m_AB_PCR1_rep6,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghij_AB_48hr_PCR1_rep6||ED_6c_PCR1_rep6
SRR19211716,AMPLICON,246,77045725,PRJNA838025,SAMN28402473,"Microbe\, viral or environmental",43237533,GLADSTONE INSTITUTES,2021-05,AB_PCR5,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX15275817,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_18_171,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_m_AB_PCR5_rep5,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghij_AB_48hr_PCR5_rep5||ED_6c_PCR5_rep5
SRR19211718,AMPLICON,246,15928567,PRJNA838025,SAMN28402472,"Microbe\, viral or environmental",8533733,GLADSTONE INSTITUTES,2021-05,AB_PCR4,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX15275815,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_43,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_m_AB_PCR4_rep5,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghij_AB_48hr_PCR4_rep5||ED_6c_PCR4_rep5
SRR19211719,AMPLICON,246,22160514,PRJNA838025,SAMN28402471,"Microbe\, viral or environmental",11948948,GLADSTONE INSTITUTES,2021-05,AB_PCR3,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX15275814,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_31,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_m_AB_PCR3_rep5,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghij_AB_48hr_PCR3_rep5||ED_6c_PCR3_rep5
SRR19211720,AMPLICON,246,20004167,PRJNA838025,SAMN28402470,"Microbe\, viral or environmental",10765636,GLADSTONE INSTITUTES,2021-05,AB_PCR2,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX15275813,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_19,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_m_AB_PCR2_rep5,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghij_AB_48hr_PCR2_rep5||ED_6c_PCR2_rep5
SRR19211721,AMPLICON,246,12388311,PRJNA838025,SAMN28402469,"Microbe\, viral or environmental",6676676,GLADSTONE INSTITUTES,2021-05,AB_PCR1,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX15275812,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_07,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_m_AB_PCR1_rep5,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghij_AB_48hr_PCR1_rep5||ED_6c_PCR1_rep5
SRR19211722,AMPLICON,246,54421558,PRJNA838025,SAMN28402468,"Microbe\, viral or environmental",30809881,GLADSTONE INSTITUTES,2021-05,AB_PCR5,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX15275811,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_18_167,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_m_AB_PCR5_rep4,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghij_AB_48hr_PCR5_rep4||ED_6c_PCR5_rep4||OMITTED LOW ACQUISITIONS
SRR19211723,AMPLICON,246,21533515,PRJNA838025,SAMN28402467,"Microbe\, viral or environmental",11392952,GLADSTONE INSTITUTES,2021-05,AB_PCR4,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX15275810,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_39,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_m_AB_PCR4_rep4,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghij_AB_48hr_PCR4_rep4||ED_6c_PCR4_rep4||OMITTED LOW ACQUISITIONS
SRR19211724,AMPLICON,246,21259853,PRJNA838025,SAMN28402466,"Microbe\, viral or environmental",11187731,GLADSTONE INSTITUTES,2021-05,AB_PCR3,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX15275809,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_27,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_m_AB_PCR3_rep4,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghij_AB_48hr_PCR3_rep4||ED_6c_PCR3_rep4||OMITTED LOW ACQUISITIONS
SRR19211725,AMPLICON,246,16961423,PRJNA838025,SAMN28402465,"Microbe\, viral or environmental",8992558,GLADSTONE INSTITUTES,2021-05,AB_PCR2,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX15275808,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_15,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_m_AB_PCR2_rep4,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghij_AB_48hr_PCR2_rep4||ED_6c_PCR2_rep4||OMITTED LOW ACQUISITIONS
SRR19211726,AMPLICON,246,14846986,PRJNA838025,SAMN28402464,"Microbe\, viral or environmental",7947034,GLADSTONE INSTITUTES,2021-05,AB_PCR1,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX15275807,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_03,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_m_AB_PCR1_rep4,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghij_AB_48hr_PCR1_rep4||ED_6c_PCR1_rep4||OMITTED LOW ACQUISITIONS
SRR19211727,AMPLICON,246,104099081,PRJNA838025,SAMN28402463,"Microbe\, viral or environmental",63943695,GLADSTONE INSTITUTES,2021-04/2021-05,AB_PCR4,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX15275806,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_47,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,3,Main_4_m_AB_PCR4_rep3,Cell Culture,Main,SRP375182,bSLS.114,ED_6c_PCR4_rep3
SRR19211728,AMPLICON,246,41696435,PRJNA838025,SAMN28402283,"Microbe\, viral or environmental",25740264,GLADSTONE INSTITUTES,2019-12/2020-02,part_1_hr3,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX15275805,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_4_08,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,1,Main_1_ghi_part_1_hr3_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211730,AMPLICON,246,67936294,PRJNA838025,SAMN28402462,"Microbe\, viral or environmental",42225826,GLADSTONE INSTITUTES,2021-04/2021-05,AB_PCR3,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX15275803,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_35,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,3,Main_4_m_AB_PCR3_rep3,Cell Culture,Main,SRP375182,bSLS.114,ED_6c_PCR3_rep3
SRR19211731,AMPLICON,246,148657293,PRJNA838025,SAMN28402461,"Microbe\, viral or environmental",91802755,GLADSTONE INSTITUTES,2021-04/2021-05,AB_PCR2,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX15275802,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_23,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,3,Main_4_m_AB_PCR2_rep3,Cell Culture,Main,SRP375182,bSLS.114,ED_6c_PCR2_rep3
SRR19211732,AMPLICON,246,41723026,PRJNA838025,SAMN28402460,"Microbe\, viral or environmental",25743119,GLADSTONE INSTITUTES,2021-04/2021-05,AB_PCR1,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX15275801,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_11,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,3,Main_4_m_AB_PCR1_rep3,Cell Culture,Main,SRP375182,bSLS.114,ED_6c_PCR1_rep3
SRR19211733,AMPLICON,246,182145535,PRJNA838025,SAMN28402459,"Microbe\, viral or environmental",112636133,GLADSTONE INSTITUTES,2021-04/2021-05,AB_PCR4,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX15275800,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_43,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,2,Main_4_m_AB_PCR4_rep2,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghij_AB_48hr_PCR4_rep2||ED_6c_PCR4_rep2
SRR19211734,AMPLICON,246,71267913,PRJNA838025,SAMN28402458,"Microbe\, viral or environmental",44217573,GLADSTONE INSTITUTES,2021-04/2021-05,AB_PCR3,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15275799,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_31,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,2,Main_4_m_AB_PCR3_rep2,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghij_AB_48hr_PCR3_rep2||ED_6c_PCR3_rep2
SRR19211735,AMPLICON,246,90108548,PRJNA838025,SAMN28402457,"Microbe\, viral or environmental",55437799,GLADSTONE INSTITUTES,2021-04/2021-05,AB_PCR2,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX15275798,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_19,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,2,Main_4_m_AB_PCR2_rep2,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghij_AB_48hr_PCR2_rep2||ED_6c_PCR2_rep2
SRR19211736,AMPLICON,246,35205456,PRJNA838025,SAMN28402456,"Microbe\, viral or environmental",21837284,GLADSTONE INSTITUTES,2021-04/2021-05,AB_PCR1,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX15275797,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_07,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,2,Main_4_m_AB_PCR1_rep2,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghij_AB_48hr_PCR1_rep2||ED_6c_PCR1_rep2
SRR19211737,AMPLICON,246,65072966,PRJNA838025,SAMN28402455,"Microbe\, viral or environmental",41377484,GLADSTONE INSTITUTES,2021-04/2021-05,AB_PCR3,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX15275796,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_27,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,1,Main_4_m_AB_PCR3_rep1,Cell Culture,Main,SRP375182,bSLS.114,ED_6c_PCR3_rep1
SRR19211738,AMPLICON,246,77031846,PRJNA838025,SAMN28402454,"Microbe\, viral or environmental",49768669,GLADSTONE INSTITUTES,2021-04/2021-05,AB_PCR2,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX15275795,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_15,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,1,Main_4_m_AB_PCR2_rep1,Cell Culture,Main,SRP375182,bSLS.114,ED_6c_PCR2_rep1
SRR19211739,AMPLICON,246,50086039,PRJNA838025,SAMN28402453,"Microbe\, viral or environmental",32650457,GLADSTONE INSTITUTES,2021-04/2021-05,AB_PCR1,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX15275794,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_03,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,1,Main_4_m_AB_PCR1_rep1,Cell Culture,Main,SRP375182,bSLS.114,ED_6c_PCR1_rep1
SRR19211740,AMPLICON,246,26417906,PRJNA838025,SAMN28402282,"Microbe\, viral or environmental",16318815,GLADSTONE INSTITUTES,2019-12/2020-02,part_1_hr1.5,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX15275793,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_4_07,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,1,Main_1_ghi_part_1_hr1.5_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211741,AMPLICON,246,22172867,PRJNA838025,SAMN28402452,"Microbe\, viral or environmental",11614624,GLADSTONE INSTITUTES,2021-05,BA_24hr_PCR2,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX15275792,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_58,SINGLE,PCR,GENOMIC,Escherichia coli,bcde,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_bcde_BA_24hr_PCR2_rep6,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211742,AMPLICON,246,21153969,PRJNA838025,SAMN28402451,"Microbe\, viral or environmental",11157809,GLADSTONE INSTITUTES,2021-05,BA_24hr_PCR1,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX15275791,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_54,SINGLE,PCR,GENOMIC,Escherichia coli,bcde,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_bcde_BA_24hr_PCR1_rep6,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211743,AMPLICON,246,20955492,PRJNA838025,SAMN28402450,"Microbe\, viral or environmental",11104610,GLADSTONE INSTITUTES,2021-05,BA_24hr_PCR2,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX15275790,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_50,SINGLE,PCR,GENOMIC,Escherichia coli,bcde,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_bcde_BA_24hr_PCR2_rep5,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211744,AMPLICON,241,42074737,PRJNA838025,SAMN28402449,"Microbe\, viral or environmental",23073145,GLADSTONE INSTITUTES,2021-05,BA_24hr_PCR1,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX15275789,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_16_115,SINGLE,PCR,GENOMIC,Escherichia coli,bcde,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_bcde_BA_24hr_PCR1_rep5,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211745,AMPLICON,241,40306635,PRJNA838025,SAMN28402448,"Microbe\, viral or environmental",21975926,GLADSTONE INSTITUTES,2021-05,BA_24hr_PCR2,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX15275788,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_16_111,SINGLE,PCR,GENOMIC,Escherichia coli,bcde,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_bcde_BA_24hr_PCR2_rep4,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211746,AMPLICON,246,48360301,PRJNA838025,SAMN28402418,"Microbe\, viral or environmental",29384527,GLADSTONE INSTITUTES,2021-04/2021-05,BA_PCR1,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX15275787,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_02,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,1,Main_4_l_BA_PCR1_rep1,Cell Culture,Main,SRP375182,bSLS.114,ED_6b_PCR1_rep1
SRR19211747,AMPLICON,246,24975242,PRJNA838025,SAMN28402417,"Microbe\, viral or environmental",13178344,GLADSTONE INSTITUTES,2021-05,AB_24hr_PCR2,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX15275786,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_57,SINGLE,PCR,GENOMIC,Escherichia coli,bcde,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_bcde_AB_24hr_PCR2_rep6,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211748,AMPLICON,246,18199211,PRJNA838025,SAMN28402416,"Microbe\, viral or environmental",9727633,GLADSTONE INSTITUTES,2021-05,AB_24hr_PCR1,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX15275785,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_53,SINGLE,PCR,GENOMIC,Escherichia coli,bcde,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_bcde_AB_24hr_PCR1_rep6,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211749,AMPLICON,246,19104425,PRJNA838025,SAMN28402415,"Microbe\, viral or environmental",10125949,GLADSTONE INSTITUTES,2021-05,AB_24hr_PCR2,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX15275784,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_49,SINGLE,PCR,GENOMIC,Escherichia coli,bcde,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_bcde_AB_24hr_PCR2_rep5,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211750,AMPLICON,241,42298637,PRJNA838025,SAMN28402414,"Microbe\, viral or environmental",22999670,GLADSTONE INSTITUTES,2021-05,AB_24hr_PCR1,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX15275783,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_16_114,SINGLE,PCR,GENOMIC,Escherichia coli,bcde,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_bcde_AB_24hr_PCR1_rep5,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211751,AMPLICON,241,55438819,PRJNA838025,SAMN28402413,"Microbe\, viral or environmental",30305981,GLADSTONE INSTITUTES,2021-05,AB_24hr_PCR2,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX15275782,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_16_110,SINGLE,PCR,GENOMIC,Escherichia coli,bcde,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_bcde_AB_24hr_PCR2_rep4,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211752,AMPLICON,246,7364339,PRJNA838025,SAMN28402278,"Microbe\, viral or environmental",4002999,GLADSTONE INSTITUTES,2019-09/2019-12,v35_long_a1a2,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15275781,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_3_50,SINGLE,PCR,GENOMIC,Escherichia coli,f,ILLUMINA,2022-07-31T00:00:00Z,2,Main_1_f_v35_long_a1a2_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211753,AMPLICON,241,37979838,PRJNA838025,SAMN28402412,"Microbe\, viral or environmental",20900726,GLADSTONE INSTITUTES,2021-05,AB_24hr_PCR1,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX15275780,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_16_106,SINGLE,PCR,GENOMIC,Escherichia coli,bcde,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_bcde_AB_24hr_PCR1_rep4,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211754,AMPLICON,241,55823956,PRJNA838025,SAMN28402411,"Microbe\, viral or environmental",31039030,GLADSTONE INSTITUTES,2021-05,AB_24hr_PCR2,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX15275779,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_16_185,SINGLE,PCR,GENOMIC,Escherichia coli,bcde,ILLUMINA,2022-07-31T00:00:00Z,2,Main_4_bcde_AB_24hr_PCR2_rep2,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211755,AMPLICON,241,60993805,PRJNA838025,SAMN28402410,"Microbe\, viral or environmental",34337883,GLADSTONE INSTITUTES,2021-05,AB_24hr_PCR1,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX15275778,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_16_181,SINGLE,PCR,GENOMIC,Escherichia coli,bcde,ILLUMINA,2022-07-31T00:00:00Z,2,Main_4_bcde_AB_24hr_PCR1_rep2,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211756,AMPLICON,246,68941367,PRJNA838025,SAMN28402409,"Microbe\, viral or environmental",38621768,GLADSTONE INSTITUTES,2021-05,AB_PCR5,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX15275777,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_18_173,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_l_AB_PCR5_rep6,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_AB_48hr_PCR5_rep6||Main_5d_24+24hr_PCR5_rep6||ED_6a_PCR5_rep6
SRR19211757,AMPLICON,246,17145537,PRJNA838025,SAMN28402408,"Microbe\, viral or environmental",9064316,GLADSTONE INSTITUTES,2021-05,AB_PCR4,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX15275776,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_45,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_l_AB_PCR4_rep6,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_AB_48hr_PCR4_rep6||Main_5d_24+24hr_PCR4_rep6||ED_6a_PCR4_rep6
SRR19211758,AMPLICON,246,22053190,PRJNA838025,SAMN28402407,"Microbe\, viral or environmental",11821960,GLADSTONE INSTITUTES,2021-05,AB_PCR3,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX15275775,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_33,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_l_AB_PCR3_rep6,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_AB_48hr_PCR3_rep6||Main_5d_24+24hr_PCR3_rep6||ED_6a_PCR3_rep6
SRR19211759,AMPLICON,246,17208443,PRJNA838025,SAMN28402406,"Microbe\, viral or environmental",9349599,GLADSTONE INSTITUTES,2021-05,AB_PCR2,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX15275774,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_21,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_l_AB_PCR2_rep6,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_AB_48hr_PCR2_rep6||Main_5d_24+24hr_PCR2_rep6||ED_6a_PCR2_rep6
